,Country,Country code,Job,Currency Notation,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand,convert,Avg. salary (USD),Max. salary (USD),Min. salary (USD)
379,AUSTRALIA,AU,Web_Developer,AU$,61691.0,46000.0,87000.0,"Sydney, New South Wales",+8%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73,45034.43,63510.0,33580.0
380,AUSTRALIA,AU,Web_Developer,AU$,61691.0,46000.0,87000.0,"Melbourne, Victoria",+1%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73,45034.43,63510.0,33580.0
381,AUSTRALIA,AU,Web_Developer,AU$,61691.0,46000.0,87000.0,"Brisbane, Queensland",-3%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73,45034.43,63510.0,33580.0
382,AUSTRALIA,AU,Web_Developer,AU$,61691.0,46000.0,87000.0,"Adelaide, South Australia",-4%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73,45034.43,63510.0,33580.0
383,AUSTRALIA,AU,Web_Developer,AU$,61691.0,46000.0,87000.0,"Perth, Western Australia",-5%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73,45034.43,63510.0,33580.0
384,AUSTRALIA,AU,Web_Developer,AU$,61691.0,46000.0,87000.0,"Gold Coast, Queensland",-11%,85.6%,14.1%,"['React.js', 'MySQL', 'HTML5', 'PHP', 'Cascading Style Sheets (CSS)', 'jQuery', 'C# Programming Language', 'HTML', 'e-Commerce', 'Wordpress']",0.73,45034.43,63510.0,33580.0
385,AUSTRALIA,AU,Front_End_Developer_%2F_Engineer,AU$,74660.0,51000.0,109000.0,"Newcastle, New South Wales",+19%,76.3%,23.3%,"['Angular', 'Web Development', 'React.js', 'Angular.js', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Node.js', 'Wordpress']",0.73,54501.799999999996,79570.0,37230.0
386,AUSTRALIA,AU,Front_End_Developer_%2F_Engineer,AU$,74660.0,51000.0,109000.0,"Sydney, New South Wales",+5%,76.3%,23.3%,"['Angular', 'Web Development', 'React.js', 'Angular.js', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Node.js', 'Wordpress']",0.73,54501.799999999996,79570.0,37230.0
387,AUSTRALIA,AU,Front_End_Developer_%2F_Engineer,AU$,74660.0,51000.0,109000.0,"Melbourne, Victoria",+4%,76.3%,23.3%,"['Angular', 'Web Development', 'React.js', 'Angular.js', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Node.js', 'Wordpress']",0.73,54501.799999999996,79570.0,37230.0
388,AUSTRALIA,AU,Front_End_Developer_%2F_Engineer,AU$,74660.0,51000.0,109000.0,"Brisbane, Queensland",-13%,76.3%,23.3%,"['Angular', 'Web Development', 'React.js', 'Angular.js', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Node.js', 'Wordpress']",0.73,54501.799999999996,79570.0,37230.0
389,AUSTRALIA,AU,Front_End_Developer_%2F_Engineer,AU$,74660.0,51000.0,109000.0,"Adelaide, South Australia",-15%,76.3%,23.3%,"['Angular', 'Web Development', 'React.js', 'Angular.js', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Node.js', 'Wordpress']",0.73,54501.799999999996,79570.0,37230.0
390,AUSTRALIA,AU,Front_End_Developer_%2F_Engineer,AU$,74660.0,51000.0,109000.0,"Perth, Western Australia",-20%,76.3%,23.3%,"['Angular', 'Web Development', 'React.js', 'Angular.js', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Node.js', 'Wordpress']",0.73,54501.799999999996,79570.0,37230.0
391,AUSTRALIA,AU,Front_End_Developer_%2F_Engineer,AU$,74660.0,51000.0,109000.0,"Gold Coast, Queensland",-24%,76.3%,23.3%,"['Angular', 'Web Development', 'React.js', 'Angular.js', 'Cascading Style Sheets (CSS)', 'HTML5', 'HTML', 'jQuery', 'Node.js', 'Wordpress']",0.73,54501.799999999996,79570.0,37230.0
392,AUSTRALIA,AU,.NET_Software_Developer_%2F_Programmer,AU$,74114.0,51000.0,100000.0,"Sydney, New South Wales",+5%,81.5%,18.5%,"['Model-view-controller (MVC)', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'HTML', 'Internet Information Server (IIS)', 'C++ Programming Language', 'VB.Net']",0.73,54103.22,73000.0,37230.0
393,AUSTRALIA,AU,.NET_Software_Developer_%2F_Programmer,AU$,74114.0,51000.0,100000.0,"Perth, Western Australia",+5%,81.5%,18.5%,"['Model-view-controller (MVC)', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'HTML', 'Internet Information Server (IIS)', 'C++ Programming Language', 'VB.Net']",0.73,54103.22,73000.0,37230.0
394,AUSTRALIA,AU,.NET_Software_Developer_%2F_Programmer,AU$,74114.0,51000.0,100000.0,"Melbourne, Victoria",-3%,81.5%,18.5%,"['Model-view-controller (MVC)', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'HTML', 'Internet Information Server (IIS)', 'C++ Programming Language', 'VB.Net']",0.73,54103.22,73000.0,37230.0
395,AUSTRALIA,AU,.NET_Software_Developer_%2F_Programmer,AU$,74114.0,51000.0,100000.0,"Mackay, Queensland",-4%,81.5%,18.5%,"['Model-view-controller (MVC)', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'HTML', 'Internet Information Server (IIS)', 'C++ Programming Language', 'VB.Net']",0.73,54103.22,73000.0,37230.0
396,AUSTRALIA,AU,.NET_Software_Developer_%2F_Programmer,AU$,74114.0,51000.0,100000.0,"Adelaide, South Australia",-5%,81.5%,18.5%,"['Model-view-controller (MVC)', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'HTML', 'Internet Information Server (IIS)', 'C++ Programming Language', 'VB.Net']",0.73,54103.22,73000.0,37230.0
397,AUSTRALIA,AU,.NET_Software_Developer_%2F_Programmer,AU$,74114.0,51000.0,100000.0,"Brisbane, Queensland",-6%,81.5%,18.5%,"['Model-view-controller (MVC)', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'HTML', 'Internet Information Server (IIS)', 'C++ Programming Language', 'VB.Net']",0.73,54103.22,73000.0,37230.0
398,AUSTRALIA,AU,.NET_Software_Developer_%2F_Programmer,AU$,74114.0,51000.0,100000.0,"Canberra, Australian Capital Territory (ACT)",-10%,81.5%,18.5%,"['Model-view-controller (MVC)', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'HTML', 'Internet Information Server (IIS)', 'C++ Programming Language', 'VB.Net']",0.73,54103.22,73000.0,37230.0
399,AUSTRALIA,AU,Project_Manager%2C_Information_Technology_(IT),AU$,105171.0,64000.0,147000.0,"Canberra, Australian Capital Territory (ACT)",+16%,65.2%,34.4%,"['Agile Software Development', 'Microsoft Project', 'Microsoft Word', 'IT Security & Infrastructure', 'Project Management', 'Business Analysis', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Excel', 'Project Coordinating', 'Microsoft Office']",0.73,76774.83,107310.0,46720.0
400,AUSTRALIA,AU,Project_Manager%2C_Information_Technology_(IT),AU$,105171.0,64000.0,147000.0,"Perth, Western Australia",+15%,65.2%,34.4%,"['Agile Software Development', 'Microsoft Project', 'Microsoft Word', 'IT Security & Infrastructure', 'Project Management', 'Business Analysis', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Excel', 'Project Coordinating', 'Microsoft Office']",0.73,76774.83,107310.0,46720.0
401,AUSTRALIA,AU,Project_Manager%2C_Information_Technology_(IT),AU$,105171.0,64000.0,147000.0,"Sydney, New South Wales",+5%,65.2%,34.4%,"['Agile Software Development', 'Microsoft Project', 'Microsoft Word', 'IT Security & Infrastructure', 'Project Management', 'Business Analysis', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Excel', 'Project Coordinating', 'Microsoft Office']",0.73,76774.83,107310.0,46720.0
402,AUSTRALIA,AU,Project_Manager%2C_Information_Technology_(IT),AU$,105171.0,64000.0,147000.0,"Melbourne, Victoria",+1%,65.2%,34.4%,"['Agile Software Development', 'Microsoft Project', 'Microsoft Word', 'IT Security & Infrastructure', 'Project Management', 'Business Analysis', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Excel', 'Project Coordinating', 'Microsoft Office']",0.73,76774.83,107310.0,46720.0
403,AUSTRALIA,AU,Project_Manager%2C_Information_Technology_(IT),AU$,105171.0,64000.0,147000.0,"Adelaide, South Australia",-8%,65.2%,34.4%,"['Agile Software Development', 'Microsoft Project', 'Microsoft Word', 'IT Security & Infrastructure', 'Project Management', 'Business Analysis', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Excel', 'Project Coordinating', 'Microsoft Office']",0.73,76774.83,107310.0,46720.0
404,AUSTRALIA,AU,Project_Manager%2C_Information_Technology_(IT),AU$,105171.0,64000.0,147000.0,"Brisbane, Queensland",-9%,65.2%,34.4%,"['Agile Software Development', 'Microsoft Project', 'Microsoft Word', 'IT Security & Infrastructure', 'Project Management', 'Business Analysis', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Excel', 'Project Coordinating', 'Microsoft Office']",0.73,76774.83,107310.0,46720.0
405,AUSTRALIA,AU,Project_Manager%2C_Information_Technology_(IT),AU$,105171.0,64000.0,147000.0,"Gold Coast, Queensland",-22%,65.2%,34.4%,"['Agile Software Development', 'Microsoft Project', 'Microsoft Word', 'IT Security & Infrastructure', 'Project Management', 'Business Analysis', 'Information Technology Infrastructure Library (ITIL)', 'Microsoft Excel', 'Project Coordinating', 'Microsoft Office']",0.73,76774.83,107310.0,46720.0
406,AUSTRALIA,AU,Senior_Project_Manager%2C_IT,AU$,141360.0,103000.0,174000.0,"Canberra, Australian Capital Territory (ACT)",+9%,76.7%,22.8%,"['IT Consulting', 'Business Analysis', 'Strategic Project Management', 'Program Management', 'IT Management', 'People Management', 'Project Management', 'Leadership', 'Agile Software Development', 'Software Development LifeCycle (SDLC)']",0.73,103192.8,127020.0,75190.0
407,AUSTRALIA,AU,Senior_Project_Manager%2C_IT,AU$,141360.0,103000.0,174000.0,"Sydney, New South Wales",+4%,76.7%,22.8%,"['IT Consulting', 'Business Analysis', 'Strategic Project Management', 'Program Management', 'IT Management', 'People Management', 'Project Management', 'Leadership', 'Agile Software Development', 'Software Development LifeCycle (SDLC)']",0.73,103192.8,127020.0,75190.0
408,AUSTRALIA,AU,Senior_Project_Manager%2C_IT,AU$,141360.0,103000.0,174000.0,"Brisbane, Queensland",+1%,76.7%,22.8%,"['IT Consulting', 'Business Analysis', 'Strategic Project Management', 'Program Management', 'IT Management', 'People Management', 'Project Management', 'Leadership', 'Agile Software Development', 'Software Development LifeCycle (SDLC)']",0.73,103192.8,127020.0,75190.0
409,AUSTRALIA,AU,Senior_Project_Manager%2C_IT,AU$,141360.0,103000.0,174000.0,"Melbourne, Victoria",-2%,76.7%,22.8%,"['IT Consulting', 'Business Analysis', 'Strategic Project Management', 'Program Management', 'IT Management', 'People Management', 'Project Management', 'Leadership', 'Agile Software Development', 'Software Development LifeCycle (SDLC)']",0.73,103192.8,127020.0,75190.0
410,AUSTRALIA,AU,Senior_Project_Manager%2C_IT,AU$,141360.0,103000.0,174000.0,"Adelaide, South Australia",-9%,76.7%,22.8%,"['IT Consulting', 'Business Analysis', 'Strategic Project Management', 'Program Management', 'IT Management', 'People Management', 'Project Management', 'Leadership', 'Agile Software Development', 'Software Development LifeCycle (SDLC)']",0.73,103192.8,127020.0,75190.0
411,AUSTRALIA,AU,Senior_Project_Manager%2C_IT,AU$,141360.0,103000.0,174000.0,"Perth, Western Australia",-18%,76.7%,22.8%,"['IT Consulting', 'Business Analysis', 'Strategic Project Management', 'Program Management', 'IT Management', 'People Management', 'Project Management', 'Leadership', 'Agile Software Development', 'Software Development LifeCycle (SDLC)']",0.73,103192.8,127020.0,75190.0
412,AUSTRALIA,AU,Java_Developer,AU$,80916.0,59000.0,115000.0,"Canberra, Australian Capital Territory (ACT)",+14%,76.5%,23.5%,"['RESTful Web Services', 'Java/J2EE', 'Spring', 'Java', 'SQL', 'Agile Software Development', 'Hibernate', 'Angular.js', '.NET', 'C# Programming Language']",0.73,59068.68,83950.0,43070.0
413,AUSTRALIA,AU,Java_Developer,AU$,80916.0,59000.0,115000.0,"Sydney, New South Wales",+7%,76.5%,23.5%,"['RESTful Web Services', 'Java/J2EE', 'Spring', 'Java', 'SQL', 'Agile Software Development', 'Hibernate', 'Angular.js', '.NET', 'C# Programming Language']",0.73,59068.68,83950.0,43070.0
414,AUSTRALIA,AU,Java_Developer,AU$,80916.0,59000.0,115000.0,"Melbourne, Victoria",-2%,76.5%,23.5%,"['RESTful Web Services', 'Java/J2EE', 'Spring', 'Java', 'SQL', 'Agile Software Development', 'Hibernate', 'Angular.js', '.NET', 'C# Programming Language']",0.73,59068.68,83950.0,43070.0
415,AUSTRALIA,AU,Java_Developer,AU$,80916.0,59000.0,115000.0,"Brisbane, Queensland",-9%,76.5%,23.5%,"['RESTful Web Services', 'Java/J2EE', 'Spring', 'Java', 'SQL', 'Agile Software Development', 'Hibernate', 'Angular.js', '.NET', 'C# Programming Language']",0.73,59068.68,83950.0,43070.0
416,AUSTRALIA,AU,Java_Developer,AU$,80916.0,59000.0,115000.0,"Perth, Western Australia",-20%,76.5%,23.5%,"['RESTful Web Services', 'Java/J2EE', 'Spring', 'Java', 'SQL', 'Agile Software Development', 'Hibernate', 'Angular.js', '.NET', 'C# Programming Language']",0.73,59068.68,83950.0,43070.0
417,AUSTRALIA,AU,Java_Developer,AU$,80916.0,59000.0,115000.0,"Adelaide, South Australia",-21%,76.5%,23.5%,"['RESTful Web Services', 'Java/J2EE', 'Spring', 'Java', 'SQL', 'Agile Software Development', 'Hibernate', 'Angular.js', '.NET', 'C# Programming Language']",0.73,59068.68,83950.0,43070.0
418,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Perth, Western Australia",+7%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
419,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Melbourne, Victoria",-1%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
420,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Brisbane, Queensland",-1%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
421,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Sydney, New South Wales",-3%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
422,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Adelaide, South Australia",-21%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
423,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Perth, Western Australia",+7%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
424,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Melbourne, Victoria",-1%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
425,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Brisbane, Queensland",-1%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
426,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Sydney, New South Wales",-3%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
427,AUSTRALIA,AU,Senior_Java_Developer,AU$,107703.0,84000.0,132000.0,"Adelaide, South Australia",-21%,77.8%,22.2%,"['JavaScript', 'Spring', 'SQL', 'RESTful Web Services', 'Java', 'Angular.js']",0.73,78623.19,96360.0,61320.0
428,AUSTRALIA,AU,Business_Intelligence_(BI)_Developer,AU$,88652.0,65000.0,123000.0,"Brisbane, Queensland",+18%,73.5%,26.5%,"['QlikView', 'Business Intelligence', 'Microsoft SQL Server', 'ETL (Extract, transform, load)', 'SQL Server Integration Services (SSIS)', 'Data Warehouse', 'SQL Server Reporting Services (SSRS)', 'SQL', 'Tableau Software', 'Data Analysis']",0.73,64715.96,89790.0,47450.0
429,AUSTRALIA,AU,Business_Intelligence_(BI)_Developer,AU$,88652.0,65000.0,123000.0,"Canberra, Australian Capital Territory (ACT)",+13%,73.5%,26.5%,"['QlikView', 'Business Intelligence', 'Microsoft SQL Server', 'ETL (Extract, transform, load)', 'SQL Server Integration Services (SSIS)', 'Data Warehouse', 'SQL Server Reporting Services (SSRS)', 'SQL', 'Tableau Software', 'Data Analysis']",0.73,64715.96,89790.0,47450.0
430,AUSTRALIA,AU,Business_Intelligence_(BI)_Developer,AU$,88652.0,65000.0,123000.0,"Perth, Western Australia",+11%,73.5%,26.5%,"['QlikView', 'Business Intelligence', 'Microsoft SQL Server', 'ETL (Extract, transform, load)', 'SQL Server Integration Services (SSIS)', 'Data Warehouse', 'SQL Server Reporting Services (SSRS)', 'SQL', 'Tableau Software', 'Data Analysis']",0.73,64715.96,89790.0,47450.0
431,AUSTRALIA,AU,Business_Intelligence_(BI)_Developer,AU$,88652.0,65000.0,123000.0,"Sydney, New South Wales",+10%,73.5%,26.5%,"['QlikView', 'Business Intelligence', 'Microsoft SQL Server', 'ETL (Extract, transform, load)', 'SQL Server Integration Services (SSIS)', 'Data Warehouse', 'SQL Server Reporting Services (SSRS)', 'SQL', 'Tableau Software', 'Data Analysis']",0.73,64715.96,89790.0,47450.0
432,AUSTRALIA,AU,Business_Intelligence_(BI)_Developer,AU$,88652.0,65000.0,123000.0,"Melbourne, Victoria",-12%,73.5%,26.5%,"['QlikView', 'Business Intelligence', 'Microsoft SQL Server', 'ETL (Extract, transform, load)', 'SQL Server Integration Services (SSIS)', 'Data Warehouse', 'SQL Server Reporting Services (SSRS)', 'SQL', 'Tableau Software', 'Data Analysis']",0.73,64715.96,89790.0,47450.0
433,AUSTRALIA,AU,Business_Intelligence_(BI)_Developer,AU$,88652.0,65000.0,123000.0,"Adelaide, South Australia",-12%,73.5%,26.5%,"['QlikView', 'Business Intelligence', 'Microsoft SQL Server', 'ETL (Extract, transform, load)', 'SQL Server Integration Services (SSIS)', 'Data Warehouse', 'SQL Server Reporting Services (SSRS)', 'SQL', 'Tableau Software', 'Data Analysis']",0.73,64715.96,89790.0,47450.0
434,AUSTRALIA,AU,iOS_Developer,AU$,78203.0,53000.0,123000.0,"Brisbane, Queensland",+25%,89.8%,10.2%,"['Software Development', 'iOS SDK', 'Mobile applications development', 'C++ Programming Language', 'Swift Programming Language', 'iOS', 'Objective-C', 'Apple Xcode IDE', 'Object Oriented Programming (OOP)', 'C# Programming Language']",0.73,57088.189999999995,89790.0,38690.0
435,AUSTRALIA,AU,iOS_Developer,AU$,78203.0,53000.0,123000.0,"Sydney, New South Wales",+9%,89.8%,10.2%,"['Software Development', 'iOS SDK', 'Mobile applications development', 'C++ Programming Language', 'Swift Programming Language', 'iOS', 'Objective-C', 'Apple Xcode IDE', 'Object Oriented Programming (OOP)', 'C# Programming Language']",0.73,57088.189999999995,89790.0,38690.0
436,AUSTRALIA,AU,iOS_Developer,AU$,78203.0,53000.0,123000.0,"Perth, Western Australia",+9%,89.8%,10.2%,"['Software Development', 'iOS SDK', 'Mobile applications development', 'C++ Programming Language', 'Swift Programming Language', 'iOS', 'Objective-C', 'Apple Xcode IDE', 'Object Oriented Programming (OOP)', 'C# Programming Language']",0.73,57088.189999999995,89790.0,38690.0
